hop,date,match_date,from,to,tournament,round,score,result,source,corrob,year,same_day,source_disagree,non_played,early_era
293,19770207,1977-02-07,Wojtek Fibak,Ilie Nastase,Mexico City WCT,F,4-6 6-2 7-6(6),PLAYED,backbone,S+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
294,19770215,1977-02-15,Ilie Nastase,Vitas Gerulaitis,Ocean City,SF,1-6 6-2 6-4,PLAYED,backbone,S+TML+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
295,19770228,1977-02-28,Vitas Gerulaitis,Wojtek Fibak,Monterrey WCT,F,6-4 6-3,PLAYED,backbone,S+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
296,19770321,1977-03-21,Wojtek Fibak,Dick Stockton,Rotterdam,SF,6-7(6) 7-6(5) 6-4,PLAYED,backbone,S+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
297,19770328,1977-03-28,Dick Stockton,Vitas Gerulaitis,London WCT,SF,6-1 5-7 6-2,PLAYED,backbone,S+TML+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
298,19770328,1977-03-28,Vitas Gerulaitis,Eddie Dibbs,London WCT,F,7-6(2) 6-7(5) 6-4,PLAYED,backbone,S+TML+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
299,19770404,1977-04-04,Eddie Dibbs,Bjorn Borg,Monte Carlo WCT,QF,6-4 6-2,PLAYED,backbone,S+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
300,19770831,1977-08-31,Bjorn Borg,Dick Stockton,US Open,R16,3-6 6-4 1-0 RET,RET,backbone,S+TML+DH+UTS,1977,FALSE,FALSE,TRUE,TRUE
301,19770831,1977-08-31,Dick Stockton,Harold Solomon,US Open,QF,6-4 6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
302,19770831,1977-08-31,Harold Solomon,Guillermo Vilas,US Open,SF,6-2 7-6 6-2,PLAYED,backbone,S+TML+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
303,19770926,1977-09-26,Guillermo Vilas,Ilie Nastase,Aix en Provence,F,6-1 7-5 RET,RET,backbone,S+TML+DH+UTS,1977,FALSE,FALSE,TRUE,TRUE
304,19771114,1977-11-14,Ilie Nastase,Jimmy Connors,WCT Challenge Cup,SF,6-2 6-4,PLAYED,backbone,S+TML+DH+UTS,1977,FALSE,FALSE,FALSE,TRUE
305,19780104,1978-01-04,Jimmy Connors,Guillermo Vilas,Masters,RR,6-4 3-6 7-5,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
306,19780104,1978-01-04,Guillermo Vilas,Bjorn Borg,Masters,SF,6-3 6-3,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
307,19780104,1978-01-04,Bjorn Borg,Jimmy Connors,Masters,F,6-4 1-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
308,19780120,1978-01-20,Jimmy Connors,Bjorn Borg,Pepsi Grand Slam,F,7-6 3-6 6-1,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
309,19780123,1978-01-23,Bjorn Borg,Roscoe Tanner,Philadelphia WCT,QF,6-4 7-6,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
310,19780123,1978-01-23,Roscoe Tanner,Jimmy Connors,Philadelphia WCT,F,6-2 6-4 6-3,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
311,19780320,1978-03-20,Jimmy Connors,Jeff Borowiak,Las Vegas,R16,6-3 6-0,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
312,19780320,1978-03-20,Jeff Borowiak,Harold Solomon,Las Vegas,QF,6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
313,19780320,1978-03-20,Harold Solomon,Vitas Gerulaitis,Las Vegas,SF,6-4 6-1,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
314,19780320,1978-03-20,Vitas Gerulaitis,Bjorn Borg,Las Vegas,F,6-5 5-6 6-4 6-5,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
315,19780829,1978-08-29,Bjorn Borg,Jimmy Connors,US Open,F,6-4 6-2 6-2,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
316,19781031,1978-10-31,Jimmy Connors,Brian Teacher,Tokyo Indoor,R16,4-6 6-4 6-3,PLAYED,backbone,S+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
317,19781031,1978-10-31,Brian Teacher,Bjorn Borg,Tokyo Indoor,F,6-3 6-4,PLAYED,backbone,S+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
318,19781106,1978-11-06,Bjorn Borg,John McEnroe,Stockholm,SF,6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
319,19781128,1978-11-28,John McEnroe,Peter Fleming,Bologna,SF,6-4 6-1,PLAYED,backbone,S+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
320,19781204,1978-12-04,Peter Fleming,David Schneider,Johannesburg,QF,6-4 7-6,PLAYED,backbone,S+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
321,19781204,1978-12-04,David Schneider,Tim Gullikson,Johannesburg,SF,6-4 6-4,PLAYED,backbone,S+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
322,19781224,1978-12-24,Tim Gullikson,Kim Warwick,Sydney Outdoor,R16,6-4 6-4,PLAYED,backbone,S+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
323,19781224,1978-12-24,Kim Warwick,Tim Wilkison,Sydney Outdoor,F,6-3 6-3 6-7 3-6 6-2,PLAYED,backbone,S+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
324,19781226,1978-12-26,Tim Wilkison,Allan Stone,Australian Open,R64,6-3 6-2 6-3,PLAYED,backbone,S+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
325,19781226,1978-12-26,Allan Stone,Guillermo Vilas,Australian Open,R16,6-4 6-4 6-4,PLAYED,backbone,S+DH+UTS,1978,FALSE,FALSE,FALSE,TRUE
326,19790115,1979-01-15,Guillermo Vilas,Eddie Dibbs,Birmingham,SF,6-0 1-6 6-2,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
327,19790115,1979-01-15,Eddie Dibbs,Jimmy Connors,Birmingham,F,6-2 3-6 7-5,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
328,19790210,1979-02-10,Jimmy Connors,Bjorn Borg,Pepsi Grand Slam,F,6-2 6-3,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
329,19790212,1979-02-12,Bjorn Borg,Bruce Manson,Rancho Mirage,R64,6-7 7-5 6-2,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
330,19790212,1979-02-12,Bruce Manson,Tom Okker,Rancho Mirage,R16,6-4 5-7 6-4,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
331,19790212,1979-02-12,Tom Okker,Brian Gottfried,Rancho Mirage,QF,6-2 6-0,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
332,19790212,1979-02-12,Brian Gottfried,Roscoe Tanner,Rancho Mirage,F,6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
333,19790226,1979-02-26,Roscoe Tanner,Arthur Ashe,Memphis,SF,2-6 6-4 6-4,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
334,19790226,1979-02-26,Arthur Ashe,Jimmy Connors,Memphis,F,6-4 5-7 6-3,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
335,19790319,1979-03-19,Jimmy Connors,Tom Gullikson,New Orleans,R16,3-6 6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
336,19790319,1979-03-19,Tom Gullikson,Roscoe Tanner,New Orleans,QF,6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
337,19790319,1979-03-19,Roscoe Tanner,John McEnroe,New Orleans,F,6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
338,19790402,1979-04-02,John McEnroe,Bjorn Borg,Rotterdam,F,6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
339,19790501,1979-05-01,Bjorn Borg,John McEnroe,Dallas WCT,F,7-5 4-6 6-2 7-6,PLAYED,backbone,S+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
340,19790625,1979-06-25,John McEnroe,Tim Gullikson,Wimbledon,R16,6-4 6-2 6-4,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
341,19790625,1979-06-25,Tim Gullikson,Roscoe Tanner,Wimbledon,QF,6-1 6-4 6-7 6-2,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
342,19790625,1979-06-25,Roscoe Tanner,Bjorn Borg,Wimbledon,F,6-7 6-1 3-6 6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
343,19790828,1979-08-28,Bjorn Borg,Roscoe Tanner,US Open,QF,6-2 4-6 6-2 7-6,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
344,19790828,1979-08-28,Roscoe Tanner,Vitas Gerulaitis,US Open,SF,3-6 2-6 7-6 6-3 6-3,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
345,19790828,1979-08-28,Vitas Gerulaitis,John McEnroe,US Open,F,7-5 6-3 6-3,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
346,19790917,1979-09-17,John McEnroe,Peter Fleming,Los Angeles,F,6-4 6-4,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
347,19790924,1979-09-24,Peter Fleming,John McEnroe,San Francisco,F,4-6 7-5 6-2,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
348,19791119,1979-11-19,John McEnroe,Butch Walts,Bologna,SF,6-4 6-7 6-3,PLAYED,backbone,S+TML+DH+UTS,1979,FALSE,FALSE,FALSE,TRUE
349,19800114,1980-01-14,Butch Walts,Jimmy Connors,Birmingham,SF,6-3 6-3,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
350,19800219,1980-02-19,Jimmy Connors,Bjorn Borg,WCT Invitational,RR,6-3 6-1,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
351,19800505,1980-05-05,Bjorn Borg,Guillermo Vilas,Nations Cup,SF,6-3 1-6 6-1,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
352,19800512,1980-05-12,Guillermo Vilas,Harold Solomon,Hamburg,F,6-7 6-2 6-4 2-6 6-3,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
353,19800526,1980-05-26,Harold Solomon,Bjorn Borg,Roland Garros,SF,6-2 6-2 6-0,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
354,19800811,1980-08-11,Bjorn Borg,Ivan Lendl,Montreal / Toronto,F,4-6 5-4 RET,RET,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,TRUE,TRUE
355,19800818,1980-08-18,Ivan Lendl,Jimmy Connors,Cincinnati,QF,6-2 6-0,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
356,19800818,1980-08-18,Jimmy Connors,Francisco Gonzalez,Cincinnati,SF,6-2 7-6,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
357,19800818,1980-08-18,Francisco Gonzalez,Harold Solomon,Cincinnati,F,7-6 6-3,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
358,19800826,1980-08-26,Harold Solomon,Ivan Lendl,US Open,R16,6-1 6-0 6-0,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
359,19800826,1980-08-26,Ivan Lendl,John McEnroe,US Open,QF,4-6 6-3 6-2 7-5,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
360,19800922,1980-09-22,John McEnroe,Johan Kriek,San Francisco,QF,7-6 6-3,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
361,19800922,1980-09-22,Johan Kriek,Gene Mayer,San Francisco,SF,6-1 7-5,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
362,19801013,1980-10-13,Gene Mayer,Vitas Gerulaitis,Sydney Indoor,SF,6-4 6-3,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
363,19801013,1980-10-13,Vitas Gerulaitis,John McEnroe,Sydney Indoor,F,6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
364,19801104,1980-11-04,John McEnroe,Bjorn Borg,Stockholm,F,6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1980,FALSE,FALSE,FALSE,TRUE
365,19810114,1981-01-14,Bjorn Borg,Gene Mayer,Masters,RR,6-0 6-3,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
366,19810114,1981-01-14,Gene Mayer,Ivan Lendl,Masters,SF,6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
367,19810114,1981-01-14,Ivan Lendl,Bjorn Borg,Masters,F,6-4 6-2 6-2,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
368,19810309,1981-03-09,Bjorn Borg,Rolf Gehring,Brussels,R16,7-6 7-5,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
369,19810309,1981-03-09,Rolf Gehring,Brian Gottfried,Brussels,SF,6-2 6-4,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
370,19810309,1981-03-09,Brian Gottfried,Jimmy Connors,Brussels,F,6-2 6-4 6-3,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
371,19810511,1981-05-11,Jimmy Connors,Peter Mcnamara,Hamburg,F,7-6 6-1 4-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
372,19810518,1981-05-18,Peter Mcnamara,Victor Pecci,Rome,QF,6-2 5-7 7-6,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
373,19810518,1981-05-18,Victor Pecci,Jose Luis Clerc,Rome,F,6-3 6-4 6-0,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
374,19810525,1981-05-25,Jose Luis Clerc,Ivan Lendl,Roland Garros,SF,3-6 6-4 4-6 7-6 6-2,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
375,19810525,1981-05-25,Ivan Lendl,Bjorn Borg,Roland Garros,F,6-1 4-6 6-2 3-6 6-1,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
376,19810622,1981-06-22,Bjorn Borg,John McEnroe,Wimbledon,F,4-6 7-6 7-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
377,19810810,1981-08-10,John McEnroe,Vijay Amritraj,Montreal / Toronto,R16,5-7 7-6 6-1,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
378,19810810,1981-08-10,Vijay Amritraj,Eliot Teltscher,Montreal / Toronto,SF,1-6 6-2 6-3,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
379,19810810,1981-08-10,Eliot Teltscher,Ivan Lendl,Montreal / Toronto,F,6-3 6-2,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
380,19810901,1981-09-01,Ivan Lendl,Vitas Gerulaitis,US Open,R16,6-3 6-4 3-6 3-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
381,19810901,1981-09-01,Vitas Gerulaitis,John McEnroe,US Open,SF,5-7 6-3 6-2 4-6 6-3,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
382,19810921,1981-09-21,John McEnroe,Bill Scanlon,San Francisco,QF,3-6 7-6 6-2,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
383,19810921,1981-09-21,Bill Scanlon,Eliot Teltscher,San Francisco,SF,6-0 6-3,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
384,19811012,1981-10-12,Eliot Teltscher,John McEnroe,Sydney Indoor,SF,7-5 7-6,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
385,19811026,1981-10-26,John McEnroe,Vincent Van Patten,Tokyo Indoor,SF,6-3 7-5,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
386,19811102,1981-11-02,Vincent Van Patten,Chris Lewis,Hong Kong,R16,6-1 2-6 6-1,PLAYED,backbone,S+TML,1981,FALSE,TRUE,FALSE,TRUE
387,19811102,1981-11-02,Chris Lewis,Tim Gullikson,Hong Kong,QF,7-6 6-3,PLAYED,backbone,S+TML,1981,FALSE,TRUE,FALSE,TRUE
388,19811102,1981-11-02,Tim Gullikson,Mark Edmondson,Hong Kong,SF,6-3 7-6,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
389,19811102,1981-11-02,Mark Edmondson,Van Winitsky,Hong Kong,F,6-4 6-7 6-4,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
390,19811109,1981-11-09,Van Winitsky,Rod Frawley,Taipei,R16,5-7 6-4 6-4,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
391,19811109,1981-11-09,Rod Frawley,Robert Vant Hof,Taipei,QF,4-6 6-3 7-5,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
392,19811116,1981-11-16,Robert Vant Hof,Chris Lewis,Bangkok,R32,6-2 6-3,PLAYED,backbone,S+TML,1981,FALSE,TRUE,FALSE,TRUE
393,19811116,1981-11-16,Chris Lewis,Anders Jarryd,Bangkok,R16,6-1 6-2,PLAYED,backbone,S+TML,1981,FALSE,TRUE,FALSE,TRUE
394,19811116,1981-11-16,Anders Jarryd,Bill Scanlon,Bangkok,SF,6-1 6-2,PLAYED,backbone,S+TML+DH+UTS,1981,FALSE,FALSE,FALSE,TRUE
395,19820125,1982-01-25,Bill Scanlon,Balazs Taroczy,Delray Beach WCT,R16,7-6 6-3,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
396,19820125,1982-01-25,Balazs Taroczy,Peter Mcnamara,Delray Beach WCT,QF,7-5 6-4,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
397,19820125,1982-01-25,Peter Mcnamara,Ivan Lendl,Delray Beach WCT,F,6-4 4-6 6-4 7-5,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
398,19820215,1982-02-15,Ivan Lendl,Yannick Noah,La Quinta,F,3-6 6-2 7-5,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
399,19820329,1982-03-29,Yannick Noah,Balazs Taroczy,Nice,F,6-2 3-6 13-11,PLAYED,backbone,S+TML+UTS,1982,FALSE,TRUE,FALSE,TRUE
400,19820405,1982-04-05,Balazs Taroczy,Ivan Lendl,Monte Carlo,QF,6-0 6-1,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
401,19820405,1982-04-05,Ivan Lendl,Guillermo Vilas,Monte Carlo,F,6-1 7-6 6-3,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
402,19820524,1982-05-24,Guillermo Vilas,Mats Wilander,Roland Garros,F,1-6 7-6 6-0 6-4,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
403,19820621,1982-06-21,Mats Wilander,Brian Teacher,Wimbledon,R16,6-4 6-4 6-3,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
404,19820621,1982-06-21,Brian Teacher,Tim Mayotte,Wimbledon,QF,6-7 7-6 7-5 3-6 6-1,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
405,19820621,1982-06-21,Tim Mayotte,John McEnroe,Wimbledon,SF,6-3 6-1 6-2,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
406,19820621,1982-06-21,John McEnroe,Jimmy Connors,Wimbledon,F,3-6 6-3 6-7 7-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
407,19820816,1982-08-16,Jimmy Connors,Ivan Lendl,Cincinnati,SF,6-1 6-1,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
408,19820831,1982-08-31,Ivan Lendl,Jimmy Connors,US Open,F,6-3 6-2 4-6 6-4,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
409,19820920,1982-09-20,Jimmy Connors,John McEnroe,San Francisco,F,6-1 6-3,PLAYED,backbone,S+TML+DH+UTS,1982,FALSE,FALSE,FALSE,TRUE
410,19830118,1983-01-18,John McEnroe,Ivan Lendl,Masters,F,6-4 6-4 6-2,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
411,19830131,1983-01-31,Ivan Lendl,John McEnroe,Philadelphia,F,4-6 7-6 6-4 6-3,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
412,19830207,1983-02-07,John McEnroe,Roscoe Tanner,Richmond WCT,R16,6-3 5-7 6-2,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
413,19830207,1983-02-07,Roscoe Tanner,Steve Denton,Richmond WCT,QF,6-2 6-4,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
414,19830207,1983-02-07,Steve Denton,Guillermo Vilas,Richmond WCT,F,6-3 7-5 6-4,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
415,19830314,1983-03-14,Guillermo Vilas,Gene Mayer,Rotterdam,F,6-1 7-6,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
416,19830321,1983-03-21,Gene Mayer,John Alexander,Milan,R32,7-6 6-0,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
417,19830321,1983-03-21,John Alexander,Bill Scanlon,Milan,R16,6-3 6-4,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
418,19830321,1983-03-21,Bill Scanlon,Kevin Curren,Milan,SF,6-4 7-6,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
419,19830321,1983-03-21,Kevin Curren,Ivan Lendl,Milan,F,5-7 6-3 7-6,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
420,19830328,1983-03-28,Ivan Lendl,Shlomo Glickstein,Monte Carlo,R32,6-2 3-6 7-5,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
421,19830328,1983-03-28,Shlomo Glickstein,Mel Purcell,Monte Carlo,QF,6-0 7-6,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
422,19830328,1983-03-28,Mel Purcell,Mats Wilander,Monte Carlo,F,6-1 6-2 6-3,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
423,19830509,1983-05-09,Mats Wilander,Yannick Noah,Hamburg,QF,6-4 6-4,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
424,19830808,1983-08-08,Yannick Noah,Peter Fleming,Montreal / Toronto,R16,7-5 2-6 6-1,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
425,19830808,1983-08-08,Peter Fleming,Anders Jarryd,Montreal / Toronto,QF,6-2 6-3,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
426,19830808,1983-08-08,Anders Jarryd,Ivan Lendl,Montreal / Toronto,F,6-2 6-2,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
427,19830815,1983-08-15,Ivan Lendl,Mats Wilander,Cincinnati,SF,6-0 6-3,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
428,19830830,1983-08-30,Mats Wilander,Ivan Lendl,US Open,QF,6-4 6-4 7-6,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
429,19830830,1983-08-30,Ivan Lendl,Jimmy Connors,US Open,F,6-3 6-7 7-5 6-0,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
430,19830912,1983-09-12,Jimmy Connors,Sandy Mayer,Dallas,QF,6-4 7-5,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
431,19830912,1983-09-12,Sandy Mayer,Andres Gomez,Dallas,SF,6-1 6-2,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
432,19831003,1983-10-03,Andres Gomez,Mats Wilander,Barcelona,SF,6-7 6-0 6-3,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
433,19831107,1983-11-07,Mats Wilander,Anders Jarryd,Wembley,R32,6-3 6-1,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
434,19831107,1983-11-07,Anders Jarryd,John McEnroe,Wembley,SF,6-3 6-1,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
435,19831129,1983-11-29,John McEnroe,Mats Wilander,Australian Open,SF,4-6 6-3 6-4 6-3,PLAYED,backbone,S+TML+DH+UTS,1983,FALSE,FALSE,FALSE,TRUE
436,19840110,1984-01-10,Mats Wilander,John McEnroe,Masters,SF,6-2 6-4,PLAYED,backbone,S+TML+DH+UTS,1984,FALSE,FALSE,FALSE,TRUE
437,19840528,1984-05-28,John McEnroe,Ivan Lendl,Roland Garros,F,3-6 2-6 6-4 7-5 7-5,PLAYED,backbone,S+TML+DH+UTS,1984,FALSE,FALSE,FALSE,TRUE
